,NB_ADD_SAMPLES,NB_ALL_AUTO_SAMPLES,FRAC_ALL_AUTO_SAMPLES_IN_TRAINING,SCORE_ADD_SAMPLES,AVG_CONF_ADD_SAMPLES,SCORE_ALL_AUTO_SAMPLES,AVG_CONF_ALL_AUTO_SAMPLES,ITER
290,4.0,1714.0,0.3411624203821656,0.0,1.0,0.45215869311551926,0.9999999999999994,288.0
291,1.0,1715.0,0.34061569016881826,0.0,1.0,0.4518950437317784,0.9999999999999994,289.0
292,1.0,1716.0,0.3400713436385256,0.0,1.0,0.45163170163170163,0.9999999999999994,290.0
293,1.0,1717.0,0.3395293652363061,0.0,1.0,0.45136866627839256,0.9999999999999994,291.0
294,1.0,1718.0,0.3389897395422257,0.0,1.0,0.4511059371362049,0.9999999999999994,292.0
295,1.0,1719.0,0.338452451269935,1.0,0.9999999999999756,0.4514252472367656,0.9999999999999994,293.0
296,1.0,1720.0,0.3379174852652259,0.0,1.0,0.4511627906976744,0.9999999999999994,294.0
297,1.0,1721.0,0.33738482650460694,0.0,1.0,0.45090063916327716,0.9999999999999994,295.0
298,1.0,1722.0,0.3368544600938967,0.0,1.0,0.45063879210220675,0.9999999999999994,296.0
299,1.0,1723.0,0.33632637126683584,1.0,1.0,0.4509576320371445,0.9999999999999994,297.0
300,1.0,1724.0,0.3358005453837164,1.0,1.0,0.45127610208816704,0.9999999999999994,298.0
301,1.0,1725.0,0.33527696793002915,1.0,1.0,0.45159420289855073,0.9999999999999994,299.0
302,3.0,1728.0,0.3350135711516091,1.0,1.0,0.4525462962962963,0.9999999999999994,300.0
303,10.0,1738.0,0.33565083043646193,1.0,1.0,0.45569620253164556,0.9999999999999994,301.0
304,10.0,1748.0,0.336283185840708,0.9,1.0,0.4582379862700229,0.9999999999999994,302.0
305,10.0,1758.0,0.3369106937523956,0.7,1.0,0.459613196814562,0.9999999999999994,303.0
306,10.0,1768.0,0.33753340969835816,0.8,1.0,0.46153846153846156,0.9999999999999994,304.0
307,10.0,1778.0,0.3381513883605934,0.7,1.0,0.4628796400449944,0.9999999999999994,305.0
308,10.0,1788.0,0.3387646835922698,0.5,1.0,0.46308724832214765,0.9999999999999997,306.0
309,10.0,1798.0,0.3393733484333711,0.8,1.0,0.4649610678531702,0.9999999999999994,307.0
310,7.0,1805.0,0.3396048918156162,0.5714285714285714,1.0,0.46537396121883656,0.9999999999999994,308.0
311,5.0,1810.0,0.3395872420262664,0.6,1.0,0.46574585635359117,0.9999999999999994,309.0
312,1.0,1811.0,0.33907507957311367,1.0,1.0,0.46604086140254003,0.9999999999999994,310.0
313,1.0,1812.0,0.33856502242152464,0.0,1.0,0.46578366445916114,0.9999999999999994,311.0
314,1.0,1813.0,0.3380570576170054,1.0,0.9999999999999905,0.46607832322118037,0.9999999999999994,312.0
315,1.0,1814.0,0.33755117231112763,1.0,1.0,0.4663726571113561,0.9999999999999994,313.0
316,1.0,1815.0,0.3370473537604457,1.0,1.0,0.4666666666666667,0.9999999999999994,314.0
317,1.0,1816.0,0.3365455893254262,1.0,0.9999999999999987,0.4669603524229075,0.9999999999999994,315.0
318,1.0,1817.0,0.33604586646939155,1.0,1.0,0.46725371491469453,0.9999999999999994,316.0
319,1.0,1818.0,0.33554817275747506,0.0,0.9999999999999925,0.466996699669967,0.9999999999999994,317.0
320,1.0,1819.0,0.3350524958555903,1.0,1.0,0.4672897196261682,0.9999999999999994,318.0
321,1.0,1820.0,0.33455882352941174,1.0,1.0,0.4675824175824176,0.9999999999999994,319.0
322,1.0,1821.0,0.3340671436433682,1.0,1.0,0.46787479406919275,0.9999999999999996,320.0
323,1.0,1822.0,0.33357744415964846,1.0,1.0,0.4681668496158068,0.9999999999999996,321.0
324,1.0,1823.0,0.3330897131372191,0.0,1.0,0.46791003839824463,0.9999999999999996,322.0
325,1.0,1824.0,0.33260393873085337,0.0,1.0,0.46765350877192985,0.9999999999999996,323.0
326,1.0,1825.0,0.3321201091901729,1.0,1.0,0.46794520547945206,0.9999999999999996,324.0
327,1.0,1826.0,0.3316382128586996,1.0,1.0,0.46823658269441404,0.9999999999999996,325.0
328,1.0,1827.0,0.33115823817292006,1.0,1.0,0.46852764094143406,0.9999999999999996,326.0
329,1.0,1828.0,0.3306801736613603,0.0,1.0,0.4682713347921225,0.9999999999999996,327.0
330,1.0,1829.0,0.33020400794367216,0.0,1.0,0.46801530891197374,0.9999999999999996,328.0
331,1.0,1830.0,0.32972972972972975,0.0,0.9999999999999987,0.46775956284153003,0.9999999999999996,329.0
332,1.0,1831.0,0.3292573278187376,1.0,1.0,0.4680502457673403,0.9999999999999996,330.0
333,1.0,1832.0,0.3287867910983489,0.0,1.0,0.46779475982532753,0.9999999999999996,331.0
334,1.0,1833.0,0.3283181085437937,0.0,1.0,0.4675395526459356,0.9999999999999996,332.0
335,1.0,1834.0,0.32785126921701824,0.0,0.9999999999999918,0.46728462377317337,0.9999999999999996,333.0
336,1.0,1835.0,0.32738626226583406,0.0,1.0,0.4670299727520436,0.9999999999999996,334.0
337,1.0,1836.0,0.3269230769230769,0.0,1.0,0.46677559912854033,0.9999999999999996,335.0
338,1.0,1837.0,0.3264617025057757,0.0,1.0,0.4665215024496462,0.9999999999999996,336.0
339,1.0,1838.0,0.32600212841433135,1.0,1.0,0.46681175190424373,0.9999999999999996,337.0
340,1.0,1839.0,0.32554434413170474,0.0,0.9999999999999958,0.466557911908646,0.9999999999999996,338.0
341,1.0,1840.0,0.3250883392226148,0.0,1.0,0.46630434782608693,0.9999999999999996,339.0
342,1.0,1841.0,0.32463410333274556,1.0,1.0,0.4665942422596415,0.9999999999999996,340.0
343,1.0,1842.0,0.324181626187962,1.0,1.0,0.46688382193268185,0.9999999999999996,341.0
344,1.0,1843.0,0.3237308975935359,1.0,1.0,0.4671730873575692,0.9999999999999996,342.0
345,1.0,1844.0,0.3232819074333801,1.0,1.0,0.46746203904555317,0.9999999999999996,343.0
346,1.0,1845.0,0.3228346456692913,0.0,1.0,0.46720867208672084,0.9999999999999996,344.0
347,1.0,1846.0,0.32238910234020257,1.0,0.9999999999999978,0.4674972914409534,0.9999999999999996,345.0
348,1.0,1847.0,0.32194526756144326,0.0,0.999999999999992,0.4672441797509475,0.9999999999999996,346.0
349,1.0,1848.0,0.32150313152400833,0.0,1.0,0.466991341991342,0.9999999999999996,347.0
350,1.0,1849.0,0.32106268449383574,0.0,1.0,0.46673877771768524,0.9999999999999996,348.0
351,1.0,1850.0,0.32062391681109187,0.0,1.0,0.4664864864864865,0.9999999999999996,349.0
352,1.0,1851.0,0.3201868188894655,0.0,1.0,0.4662344678552134,0.9999999999999996,350.0
353,1.0,1852.0,0.3197513812154696,0.0,1.0,0.4659827213822894,0.9999999999999996,351.0
354,1.0,1853.0,0.31931759434775114,0.0,1.0,0.4657312466270912,0.9999999999999996,352.0
355,1.0,1854.0,0.3188854489164087,1.0,1.0,0.46601941747572817,0.9999999999999996,353.0
356,1.0,1855.0,0.3184549356223176,0.0,1.0,0.46576819407008085,0.9999999999999996,354.0
357,1.0,1856.0,0.31802604523646333,1.0,1.0,0.4660560344827586,0.9999999999999996,355.0
358,1.0,1857.0,0.31759876859928166,1.0,1.0,0.4663435648896069,0.9999999999999996,356.0
359,1.0,1858.0,0.3171730966200068,0.0,1.0,0.46609257265877285,0.9999999999999996,357.0
360,1.0,1859.0,0.3167490202760266,0.0,1.0,0.4658418504572351,0.9999999999999996,358.0
361,1.0,1860.0,0.3163265306122449,1.0,1.0,0.4661290322580645,0.9999999999999996,359.0
362,1.0,1861.0,0.31590561874045153,0.0,0.9999999999999944,0.4658785599140247,0.9999999999999996,360.0
363,1.0,1862.0,0.31548627583869876,0.0,1.0,0.4656283566058002,0.9999999999999996,361.0
364,1.0,1863.0,0.3150684931506849,0.0,0.9999999999999978,0.46537842190016104,0.9999999999999996,362.0
365,1.0,1864.0,0.3146522619851452,1.0,1.0,0.4656652360515021,0.9999999999999996,363.0
366,1.0,1865.0,0.3142375737152485,1.0,0.9999999999999876,0.46595174262734584,0.9999999999999996,364.0
367,1.0,1866.0,0.313824419778002,0.0,1.0,0.46570203644158625,0.9999999999999996,365.0
368,1.0,1867.0,0.31341279167366126,1.0,1.0,0.4659882163899304,0.9999999999999994,366.0
369,1.0,1868.0,0.31300268096514744,0.0,1.0,0.4657387580299786,0.9999999999999994,367.0
370,1.0,1869.0,0.3125940792774711,1.0,0.999999999999994,0.46602461209202783,0.9999999999999994,368.0
371,1.0,1870.0,0.3121869782971619,1.0,1.0,0.4663101604278075,0.9999999999999994,369.0
372,1.0,1871.0,0.31178136977170473,1.0,0.9999999999999889,0.4665954035275254,0.9999999999999994,370.0
373,1.0,1872.0,0.31137724550898205,0.0,1.0,0.46634615384615385,0.9999999999999994,371.0
374,1.0,1873.0,0.31097459737672256,1.0,1.0,0.46663107314468766,0.9999999999999994,372.0
375,1.0,1874.0,0.3105734173019556,1.0,1.0,0.46691568836712916,0.9999999999999992,373.0
376,1.0,1875.0,0.31017369727047145,1.0,1.0,0.4672,0.9999999999999992,374.0
377,1.0,1876.0,0.309775429326288,1.0,1.0,0.46748400852878463,0.9999999999999992,375.0
378,1.0,1877.0,0.30937860557112246,1.0,1.0,0.46776771443793286,0.9999999999999992,376.0
379,1.0,1878.0,0.3089832181638697,1.0,1.0,0.4680511182108626,0.9999999999999992,377.0
380,1.0,1879.0,0.3085892593200854,1.0,1.0,0.46833422032996275,0.9999999999999992,378.0
381,2.0,1881.0,0.30831011309621376,1.0,1.0,0.4688995215311005,0.9999999999999992,379.0
382,1.0,1882.0,0.3079188481675393,1.0,1.0,0.4691817215727949,0.9999999999999992,380.0
383,1.0,1883.0,0.30752898905765147,1.0,1.0,0.46946362187997875,0.9999999999999992,381.0
384,1.0,1884.0,0.30714052820345616,1.0,1.0,0.4697452229299363,0.9999999999999992,382.0
385,1.0,1885.0,0.306753458096013,1.0,1.0,0.470026525198939,0.9999999999999992,383.0
386,1.0,1886.0,0.306367771280052,1.0,1.0,0.47030752916224816,0.9999999999999992,384.0
387,1.0,1887.0,0.3059834603534944,1.0,1.0,0.47058823529411764,0.9999999999999992,385.0
388,1.0,1888.0,0.3056005179669796,1.0,1.0,0.4708686440677966,0.9999999999999992,386.0
389,1.0,1889.0,0.30521893682339635,1.0,1.0,0.471148755955532,0.9999999999999992,387.0
390,2.0,1891.0,0.30495081438477667,1.0,1.0,0.47170809095716554,0.9999999999999993,388.0
391,1.0,1892.0,0.304571796522859,1.0,1.0,0.47198731501057084,0.9999999999999993,389.0
392,1.0,1893.0,0.3041941185923188,1.0,1.0,0.4722662440570523,0.9999999999999993,390.0
393,1.0,1894.0,0.3038177735001604,1.0,1.0,0.47254487856388594,0.9999999999999993,391.0
394,1.0,1895.0,0.3034427542033627,1.0,1.0,0.47282321899736146,0.9999999999999993,392.0
395,1.0,1896.0,0.3030690537084399,1.0,1.0,0.47310126582278483,0.9999999999999993,393.0
396,1.0,1897.0,0.30269666507100684,1.0,0.999999999999998,0.47337901950448075,0.9999999999999993,394.0
397,1.0,1898.0,0.3023255813953488,1.0,1.0,0.47365648050579556,0.9999999999999993,395.0
398,1.0,1899.0,0.30195579583399584,1.0,1.0,0.47393364928909953,0.9999999999999993,396.0
399,1.0,1900.0,0.30158730158730157,1.0,0.9999999999999963,0.47421052631578947,0.9999999999999993,397.0
400,1.0,1901.0,0.30122009190302645,1.0,1.0,0.4744871120462914,0.9999999999999993,398.0
401,1.0,1902.0,0.30085416007592536,1.0,1.0,0.4747634069400631,0.9999999999999993,399.0
402,1.0,1903.0,0.3004894994473393,1.0,1.0,0.4750394114555964,0.9999999999999993,400.0
